//×°±¸ÄÍ¾Ã¶ÈÊôÐÔÉèÖÃDB£¬ÏµÍ³¶ÁÈëitemdbºó£¬»áÔÙ¶ÁÈëÕâ¸öDB¡£Ö´ÐÐ@reloadjappÖØ¶Á´ËÎÄ¼þ¡£
//ÎïÆ·ID,ÎïÆ·Ãû³Æ,ÎïÆ·ÖÐÎÄÃû,Lv0Ê±µÄÄÍ¾Ã¶È,Lv1Ê±µÄÄÍ¾Ã¶È,......,Lv100Ê±µÄÄÍ¾Ã¶È
//ID,Name,Jname,endurance0,endurance1,......,endurance100
//endurance0 ~ endurance100Îª-1Ê±£¬±íÊ¾×î´óÖµ2147483647
1111,Rapier_,»÷´Ì³¤½£,29400,29438,29726,30566,32318,35400,40286,47510,57662,71390,89400,112454,141374,177038,220382,272400,334142,406718,491294,589094,701400,829550,974942,1139030,1323326,1529400,1758878,2013446,2294846,2604878,2945400,3318326,3725630,4169342,4651550,5174400,5740094,6350894,7009118,7717142,8477400,9292382,10164638,11096774,12091454,13151400,14279390,15478262,16750910,18100286,19529400,21041318,22639166,24326126,26105438,27980400,29954366,32030750,34213022,36504710,38909400,41430734,44072414,46838198,49731902,52757400,55918622,59219558,62664254,66256814,70001400,73902230,77963582,82189790,86585246,91154400,95901758,100831886,105949406,111258998,116765400,122473406,128387870,134513702,140855870,147419400,154209374,161230934,168489278,175989662,183737400,191737862,199996478,208518734,217310174,226376400,235723070,245355902,255280670,265503206,276029400
1112,Rapier__,»÷´Ì³¤½£,29400,29438,29726,30566,32318,35400,40286,47510,57662,71390,89400,112454,141374,177038,220382,272400,334142,406718,491294,589094,701400,829550,974942,1139030,1323326,1529400,1758878,2013446,2294846,2604878,2945400,3318326,3725630,4169342,4651550,5174400,5740094,6350894,7009118,7717142,8477400,9292382,10164638,11096774,12091454,13151400,14279390,15478262,16750910,18100286,19529400,21041318,22639166,24326126,26105438,27980400,29954366,32030750,34213022,36504710,38909400,41430734,44072414,46838198,49731902,52757400,55918622,59219558,62664254,66256814,70001400,73902230,77963582,82189790,86585246,91154400,95901758,100831886,105949406,111258998,116765400,122473406,128387870,134513702,140855870,147419400,154209374,161230934,168489278,175989662,183737400,191737862,199996478,208518734,217310174,226376400,235723070,245355902,255280670,265503206,276029400
1113,Scimiter,Íäµ¶,36000,36038,36326,37166,38918,42000,46886,54110,64262,77990,96000,119054,147974,183638,226982,279000,340742,413318,497894,595694,708000,836150,981542,1145630,1329926,1536000,1765478,2020046,2301446,2611478,2952000,3324926,3732230,4175942,4658150,5181000,5746694,6357494,7015718,7723742,8484000,9298982,10171238,11103374,12098054,13158000,14285990,15484862,16757510,18106886,19536000,21047918,22645766,24332726,26112038,27987000,29960966,32037350,34219622,36511310,38916000,41437334,44079014,46844798,49738502,52764000,55925222,59226158,62670854,66263414,70008000,73908830,77970182,82196390,86591846,91161000,95908358,100838486,105956006,111265598,116772000,122480006,128394470,134520302,140862470,147426000,154215974,161237534,168495878,175996262,183744000,191744462,200003078,208525334,217316774,226383000,235729670,245362502,255287270,265509806,276036000
1114,Scimiter_,Íäµ¶,36000,36038,36326,37166,38918,42000,46886,54110,64262,77990,96000,119054,147974,183638,226982,279000,340742,413318,497894,595694,708000,836150,981542,1145630,1329926,1536000,1765478,2020046,2301446,2611478,2952000,3324926,3732230,4175942,4658150,5181000,5746694,6357494,7015718,7723742,8484000,9298982,10171238,11103374,12098054,13158000,14285990,15484862,16757510,18106886,19536000,21047918,22645766,24332726,26112038,27987000,29960966,32037350,34219622,36511310,38916000,41437334,44079014,46844798,49738502,52764000,55925222,59226158,62670854,66263414,70008000,73908830,77970182,82196390,86591846,91161000,95908358,100838486,105956006,111265598,116772000,122480006,128394470,134520302,140862470,147426000,154215974,161237534,168495878,175996262,183744000,191744462,200003078,208525334,217316774,226383000,235729670,245362502,255287270,265509806,276036000
1115,Scimiter__,Íäµ¶,36000,36038,36326,37166,38918,42000,46886,54110,64262,77990,96000,119054,147974,183638,226982,279000,340742,413318,497894,595694,708000,836150,981542,1145630,1329926,1536000,1765478,2020046,2301446,2611478,2952000,3324926,3732230,4175942,4658150,5181000,5746694,6357494,7015718,7723742,8484000,9298982,10171238,11103374,12098054,13158000,14285990,15484862,16757510,18106886,19536000,21047918,22645766,24332726,26112038,27987000,29960966,32037350,34219622,36511310,38916000,41437334,44079014,46844798,49738502,52764000,55925222,59226158,62670854,66263414,70008000,73908830,77970182,82196390,86591846,91161000,95908358,100838486,105956006,111265598,116772000,122480006,128394470,134520302,140862470,147426000,154215974,161237534,168495878,175996262,183744000,191744462,200003078,208525334,217316774,226383000,235729670,245362502,255287270,265509806,276036000
1116,Katana,ÎäÊ¿µ¶,28800,28838,29126,29966,31718,34800,39686,46910,57062,70790,88800,111854,140774,176438,219782,271800,333542,406118,490694,588494,700800,828950,974342,1138430,1322726,1528800,1758278,2012846,2294246,2604278,2944800,3317726,3725030,4168742,4650950,5173800,5739494,6350294,7008518,7716542,8476800,9291782,10164038,11096174,12090854,13150800,14278790,15477662,16750310,18099686,19528800,21040718,22638566,24325526,26104838,27979800,29953766,32030150,34212422,36504110,38908800,41430134,44071814,46837598,49731302,52756800,55918022,59218958,62663654,66256214,70000800,73901630,77962982,82189190,86584646,91153800,95901158,100831286,105948806,111258398,116764800,122472806,128387270,134513102,140855270,147418800,154208774,161230334,168488678,175989062,183736800,191737262,199995878,208518134,217309574,226375800,235722470,245355302,255280070,265502606,276028800
1117,Katana_,ÎäÊ¿µ¶,28800,28838,29126,29966,31718,34800,39686,46910,57062,70790,88800,111854,140774,176438,219782,271800,333542,406118,490694,588494,700800,828950,974342,1138430,1322726,1528800,1758278,2012846,2294246,2604278,2944800,3317726,3725030,4168742,4650950,5173800,5739494,6350294,7008518,7716542,8476800,9291782,10164038,11096174,12090854,13150800,14278790,15477662,16750310,18099686,19528800,21040718,22638566,24325526,26104838,27979800,29953766,32030150,34212422,36504110,38908800,41430134,44071814,46837598,49731302,52756800,55918022,59218958,62663654,66256214,70000800,73901630,77962982,82189190,86584646,91153800,95901158,100831286,105948806,111258398,116764800,122472806,128387270,134513102,140855270,147418800,154208774,161230334,168488678,175989062,183736800,191737262,199995878,208518134,217309574,226375800,235722470,245355302,255280070,265502606,276028800
1118,Katana__,ÎäÊ¿µ¶,28800,28838,29126,29966,31718,34800,39686,46910,57062,70790,88800,111854,140774,176438,219782,271800,333542,406118,490694,588494,700800,828950,974342,1138430,1322726,1528800,1758278,2012846,2294246,2604278,2944800,3317726,3725030,4168742,4650950,5173800,5739494,6350294,7008518,7716542,8476800,9291782,10164038,11096174,12090854,13150800,14278790,15477662,16750310,18099686,19528800,21040718,22638566,24325526,26104838,27979800,29953766,32030150,34212422,36504110,38908800,41430134,44071814,46837598,49731302,52756800,55918022,59218958,62663654,66256214,70000800,73901630,77962982,82189190,86584646,91153800,95901158,100831286,105948806,111258398,116764800,122472806,128387270,134513102,140855270,147418800,154208774,161230334,168488678,175989062,183736800,191737262,199995878,208518134,217309574,226375800,235722470,245355302,255280070,265502606,276028800
1119,Tsurugi,ÈÕ±¾µ¶,55200,55238,55526,56366,58118,61200,66086,73310,83462,97190,115200,138254,167174,202838,246182,298200,359942,432518,517094,614894,727200,855350,1000742,1164830,1349126,1555200,1784678,2039246,2320646,2630678,2971200,3344126,3751430,4195142,4677350,5200200,5765894,6376694,7034918,7742942,8503200,9318182,10190438,11122574,12117254,13177200,14305190,15504062,16776710,18126086,19555200,21067118,22664966,24351926,26131238,28006200,29980166,32056550,34238822,36530510,38935200,41456534,44098214,46863998,49757702,52783200,55944422,59245358,62690054,66282614,70027200,73928030,77989382,82215590,86611046,91180200,95927558,100857686,105975206,111284798,116791200,122499206,128413670,134539502,140881670,147445200,154235174,161256734,168515078,176015462,183763200,191763662,200022278,208544534,217335974,226402200,235748870,245381702,255306470,265529006,276055200
1120,Tsurugi_,ÈÕ±¾µ¶,55200,55238,55526,56366,58118,61200,66086,73310,83462,97190,115200,138254,167174,202838,246182,298200,359942,432518,517094,614894,727200,855350,1000742,1164830,1349126,1555200,1784678,2039246,2320646,2630678,2971200,3344126,3751430,4195142,4677350,5200200,5765894,6376694,7034918,7742942,8503200,9318182,10190438,11122574,12117254,13177200,14305190,15504062,16776710,18126086,19555200,21067118,22664966,24351926,26131238,28006200,29980166,32056550,34238822,36530510,38935200,41456534,44098214,46863998,49757702,52783200,55944422,59245358,62690054,66282614,70027200,73928030,77989382,82215590,86611046,91180200,95927558,100857686,105975206,111284798,116791200,122499206,128413670,134539502,140881670,147445200,154235174,161256734,168515078,176015462,183763200,191763662,200022278,208544534,217335974,226402200,235748870,245381702,255306470,265529006,276055200
1121,Tsurugi__,ÈÕ±¾µ¶,55200,55238,55526,56366,58118,61200,66086,73310,83462,97190,115200,138254,167174,202838,246182,298200,359942,432518,517094,614894,727200,855350,1000742,1164830,1349126,1555200,1784678,2039246,2320646,2630678,2971200,3344126,3751430,4195142,4677350,5200200,5765894,6376694,7034918,7742942,8503200,9318182,10190438,11122574,12117254,13177200,14305190,15504062,16776710,18126086,19555200,21067118,22664966,24351926,26131238,28006200,29980166,32056550,34238822,36530510,38935200,41456534,44098214,46863998,49757702,52783200,55944422,59245358,62690054,66282614,70027200,73928030,77989382,82215590,86611046,91180200,95927558,100857686,105975206,111284798,116791200,122499206,128413670,134539502,140881670,147445200,154235174,161256734,168515078,176015462,183763200,191763662,200022278,208544534,217335974,226402200,235748870,245381702,255306470,265529006,276055200
1122,Ring_Pommel_Saber,Ô²±úÂíµ¶,42600,42638,42926,43766,45518,48600,53486,60710,70862,84590,102600,125654,154574,190238,233582,285600,347342,419918,504494,602294,714600,842750,988142,1152230,1336526,1542600,1772078,2026646,2308046,2618078,2958600,3331526,3738830,4182542,4664750,5187600,5753294,6364094,7022318,7730342,8490600,9305582,10177838,11109974,12104654,13164600,14292590,15491462,16764110,18113486,19542600,21054518,22652366,24339326,26118638,27993600,29967566,32043950,34226222,36517910,38922600,41443934,44085614,46851398,49745102,52770600,55931822,59232758,62677454,66270014,70014600,73915430,77976782,82202990,86598446,91167600,95914958,100845086,105962606,111272198,116778600,122486606,128401070,134526902,140869070,147432600,154222574,161244134,168502478,176002862,183750600,191751062,200009678,208531934,217323374,226389600,235736270,245369102,255293870,265516406,276042600
1123,Haedonggum,º£¶«½£,49800,49838,50126,50966,52718,55800,60686,67910,78062,91790,109800,132854,161774,197438,240782,292800,354542,427118,511694,609494,721800,849950,995342,1159430,1343726,1549800,1779278,2033846,2315246,2625278,2965800,3338726,3746030,4189742,4671950,5194800,5760494,6371294,7029518,7737542,8497800,9312782,10185038,11117174,12111854,13171800,14299790,15498662,16771310,18120686,19549800,21061718,22659566,24346526,26125838,28000800,29974766,32051150,34233422,36525110,38929800,41451134,44092814,46858598,49752302,52777800,55939022,59239958,62684654,66277214,70021800,73922630,77983982,82210190,86605646,91174800,95922158,100852286,105969806,111279398,116785800,122493806,128408270,134534102,140876270,147439800,154229774,161251334,168509678,176010062,183757800,191758262,200016878,208539134,217330574,226396800,235743470,245376302,255301070,265523606,276049800
1124,Orcish_Sword,ÊÞÈËµ¶,38400,38438,38726,39566,41318,44400,49286,56510,66662,80390,98400,121454,150374,186038,229382,281400,343142,415718,500294,598094,710400,838550,983942,1148030,1332326,1538400,1767878,2022446,2303846,2613878,2954400,3327326,3734630,4178342,4660550,5183400,5749094,6359894,7018118,7726142,8486400,9301382,10173638,11105774,12100454,13160400,14288390,15487262,16759910,18109286,19538400,21050318,22648166,24335126,26114438,27989400,29963366,32039750,34222022,36513710,38918400,41439734,44081414,46847198,49740902,52766400,55927622,59228558,62673254,66265814,70010400,73911230,77972582,82198790,86594246,91163400,95910758,100840886,105958406,111267998,116774400,122482406,128396870,134522702,140864870,147428400,154218374,161239934,168498278,175998662,183746400,191746862,200005478,208527734,217319174,226385400,235732070,245364902,255289670,265512206,276038400
1125,Ring_Pommel_Saber_,Ô²±úÂíµ¶,42600,42638,42926,43766,45518,48600,53486,60710,70862,84590,102600,125654,154574,190238,233582,285600,347342,419918,504494,602294,714600,842750,988142,1152230,1336526,1542600,1772078,2026646,2308046,2618078,2958600,3331526,3738830,4182542,4664750,5187600,5753294,6364094,7022318,7730342,8490600,9305582,10177838,11109974,12104654,13164600,14292590,15491462,16764110,18113486,19542600,21054518,22652366,24339326,26118638,27993600,29967566,32043950,34226222,36517910,38922600,41443934,44085614,46851398,49745102,52770600,55931822,59232758,62677454,66270014,70014600,73915430,77976782,82202990,86598446,91167600,95914958,100845086,105962606,111272198,116778600,122486606,128401070,134526902,140869070,147432600,154222574,161244134,168502478,176002862,183750600,191751062,200009678,208531934,217323374,226389600,235736270,245369102,255293870,265516406,276042600
1126,Saber,Æï±øÖ®½£,48600,48638,48926,49766,51518,54600,59486,66710,76862,90590,108600,131654,160574,196238,239582,291600,353342,425918,510494,608294,720600,848750,994142,1158230,1342526,1548600,1778078,2032646,2314046,2624078,2964600,3337526,3744830,4188542,4670750,5193600,5759294,6370094,7028318,7736342,8496600,9311582,10183838,11115974,12110654,13170600,14298590,15497462,16770110,18119486,19548600,21060518,22658366,24345326,26124638,27999600,29973566,32049950,34232222,36523910,38928600,41449934,44091614,46857398,49751102,52776600,55937822,59238758,62683454,66276014,70020600,73921430,77982782,82208990,86604446,91173600,95920958,100851086,105968606,111278198,116784600,122492606,128407070,134532902,140875070,147438600,154228574,161250134,168508478,176008862,183756600,191757062,200015678,208537934,217329374,226395600,235742270,245375102,255299870,265522406,276048600
1127,Saber_,Æï±øÖ®½£,48600,48638,48926,49766,51518,54600,59486,66710,76862,90590,108600,131654,160574,196238,239582,291600,353342,425918,510494,608294,720600,848750,994142,1158230,1342526,1548600,1778078,2032646,2314046,2624078,2964600,3337526,3744830,4188542,4670750,5193600,5759294,6370094,7028318,7736342,8496600,9311582,10183838,11115974,12110654,13170600,14298590,15497462,16770110,18119486,19548600,21060518,22658366,24345326,26124638,27999600,29973566,32049950,34232222,36523910,38928600,41449934,44091614,46857398,49751102,52776600,55937822,59238758,62683454,66276014,70020600,73921430,77982782,82208990,86604446,91173600,95920958,100851086,105968606,111278198,116784600,122492606,128407070,134532902,140875070,147438600,154228574,161250134,168508478,176008862,183756600,191757062,200015678,208537934,217329374,226395600,235742270,245375102,255299870,265522406,276048600
1128,Hae_Dong_Gum_,º£¶«½£,49800,49838,50126,50966,52718,55800,60686,67910,78062,91790,109800,132854,161774,197438,240782,292800,354542,427118,511694,609494,721800,849950,995342,1159430,1343726,1549800,1779278,2033846,2315246,2625278,2965800,3338726,3746030,4189742,4671950,5194800,5760494,6371294,7029518,7737542,8497800,9312782,10185038,11117174,12111854,13171800,14299790,15498662,16771310,18120686,19549800,21061718,22659566,24346526,26125838,28000800,29974766,32051150,34233422,36525110,38929800,41451134,44092814,46858598,49752302,52777800,55939022,59239958,62684654,66277214,70021800,73922630,77983982,82210190,86605646,91174800,95922158,100852286,105969806,111279398,116785800,122493806,128408270,134534102,140876270,147439800,154229774,161251334,168509678,176010062,183757800,191758262,200016878,208539134,217330574,226396800,235743470,245376302,255301070,265523606,276049800
1129,Flamberge,Ë®ÎÆÖ®½£,64200,64238,64526,65366,67118,70200,75086,82310,92462,106190,124200,147254,176174,211838,255182,307200,368942,441518,526094,623894,736200,864350,1009742,1173830,1358126,1564200,1793678,2048246,2329646,2639678,2980200,3353126,3760430,4204142,4686350,5209200,5774894,6385694,7043918,7751942,8512200,9327182,10199438,11131574,12126254,13186200,14314190,15513062,16785710,18135086,19564200,21076118,22673966,24360926,26140238,28015200,29989166,32065550,34247822,36539510,38944200,41465534,44107214,46872998,49766702,52792200,55953422,59254358,62699054,66291614,70036200,73937030,77998382,82224590,86620046,91189200,95936558,100866686,105984206,111293798,116800200,122508206,128422670,134548502,140890670,147454200,154244174,161265734,168524078,176024462,183772200,191772662,200031278,208553534,217344974,226411200,235757870,245390702,255315470,265538006,276064200
1130,Nagan,¶àÈÐ¼â´Ìµ¶,47400,47438,47726,48566,50318,53400,58286,65510,75662,89390,107400,130454,159374,195038,238382,290400,352142,424718,509294,607094,719400,847550,992942,1157030,1341326,1547400,1776878,2031446,2312846,2622878,2963400,3336326,3743630,4187342,4669550,5192400,5758094,6368894,7027118,7735142,8495400,9310382,10182638,11114774,12109454,13169400,14297390,15496262,16768910,18118286,19547400,21059318,22657166,24344126,26123438,27998400,29972366,32048750,34231022,36522710,38927400,41448734,44090414,46856198,49749902,52775400,55936622,59237558,62682254,66274814,70019400,73920230,77981582,82207790,86603246,91172400,95919758,100849886,105967406,111276998,116783400,122491406,128405870,134531702,140873870,147437400,154227374,161248934,168507278,176007662,183755400,191755862,200014478,208536734,217328174,226394400,235741070,245373902,255298670,265521206,276047400
1131,Ice_Falchion,Ë®ÁéÖ®µ¶,40800,40838,41126,41966,43718,46800,51686,58910,69062,82790,100800,123854,152774,188438,231782,283800,345542,418118,502694,600494,712800,840950,986342,1150430,1334726,1540800,1770278,2024846,2306246,2616278,2956800,3329726,3737030,4180742,4662950,5185800,5751494,6362294,7020518,7728542,8488800,9303782,10176038,11108174,12102854,13162800,14290790,15489662,16762310,18111686,19540800,21052718,22650566,24337526,26116838,27991800,29965766,32042150,34224422,36516110,38920800,41442134,44083814,46849598,49743302,52768800,55930022,59230958,62675654,66268214,70012800,73913630,77974982,82201190,86596646,91165800,95913158,100843286,105960806,111270398,116776800,122484806,128399270,134525102,140867270,147430800,154220774,161242334,168500678,176001062,183748800,191749262,200007878,208530134,217321574,226387800,235734470,245367302,255292070,265514606,276040800
1132,Edge,ÃØ½£ Ä½Áµ,46800,46838,47126,47966,49718,52800,57686,64910,75062,88790,106800,129854,158774,194438,237782,289800,351542,424118,508694,606494,718800,846950,992342,1156430,1340726,1546800,1776278,2030846,2312246,2622278,2962800,3335726,3743030,4186742,4668950,5191800,5757494,6368294,7026518,7734542,8494800,9309782,10182038,11114174,12108854,13168800,14296790,15495662,16768310,18117686,19546800,21058718,22656566,24343526,26122838,27997800,29971766,32048150,34230422,36522110,38926800,41448134,44089814,46855598,49749302,52774800,55936022,59236958,62681654,66274214,70018800,73919630,77980982,82207190,86602646,91171800,95919158,100849286,105966806,111276398,116782800,122490806,128405270,134531102,140873270,147436800,154226774,161248334,168506678,176007062,183754800,191755262,200013878,208536134,217327574,226393800,235740470,245373302,255298070,265520606,276046800
1133,Fire_Brand,»ðÁéÖ®½£,40200,40238,40526,41366,43118,46200,51086,58310,68462,82190,100200,123254,152174,187838,231182,283200,344942,417518,502094,599894,712200,840350,985742,1149830,1334126,1540200,1769678,2024246,2305646,2615678,2956200,3329126,3736430,4180142,4662350,5185200,5750894,6361694,7019918,7727942,8488200,9303182,10175438,11107574,12102254,13162200,14290190,15489062,16761710,18111086,19540200,21052118,22649966,24336926,26116238,27991200,29965166,32041550,34223822,36515510,38920200,41441534,44083214,46848998,49742702,52768200,55929422,59230358,62675054,66267614,70012200,73913030,77974382,82200590,86596046,91165200,95912558,100842686,105960206,111269798,116776200,122484206,128398670,134524502,140866670,147430200,154220174,161241734,168500078,176000462,183748200,191748662,200007278,208529534,217320974,226387200,235733870,245366702,255291470,265514006,276040200
